psu,weight,durable_price,durable,item_code1,item_code2,item_code3,item_code4,item_code5,item_code6,item_code_a1,item_code_a2,item_code_a3,payment_method,year,code_string,code_a_string,television,refrigerator,washing_machine,cook_stove,clothes_dryer,dishwasher,freezer,credit_use,psu2,city_cca,psu3
2617,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,,
0612,31,126,126,1,&,0,0,0,0,5,0,0,2,1959,1&0000,500,1,0,0,0,0,0,0,1,06,,
3230,35,230,230,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,32,Providence,
3314,35,1491,1491,1,2,3,4,5,0,0,0,0,3,1959,123450,000,1,1,1,1,0,0,0,0.5,33,,
3121,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,,
0306,29,564,564,1,2,0,0,0,0,0,0,0,1,1959,120000,000,1,1,0,0,0,0,0,0,03,,
5405,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,54,Columbus,
3112,35,240,240,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,31,,
4223,34,399,299,1,5,&,0,0,0,5,0,0,3,1959,15&000,500,1,0,0,0,0,0,0,0.5,42,,
3851,31,75,75,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,38,,
3226,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,32,Providence,
3107,35,319,219,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,31,,
9810,29,389,349,3,4,0,0,0,0,0,0,0,2,1959,340000,000,0,0,1,1,0,0,0,1,98,,
2310,32,325,325,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,23,,
3878,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,38,,
0613,31,175,175,2,&,0,0,0,0,5,0,0,3,1959,2&0000,500,0,1,0,0,0,0,0,0.5,06,,
1342,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,13,Newark,
6406,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
2425,33,870,745,5,&,0,0,0,0,2,0,0,2,1959,5&0000,200,0,0,0,0,0,0,0,1,24,,
2420,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,24,,
6407,33,300,300,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,64,,
0713,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach,
8702,30,400,300,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,87,,
6405,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
7833,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,78,,
7429,31,85,85,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,74,Wichita,
4102,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,41,,
3759,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,37,,
3922,34,140,140,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,39,,
7607,33,254,254,4,0,0,0,0,0,0,0,0,2,1959,400000,000,0,0,0,1,0,0,0,1,76,Milwaukee,
3856,31,1250,1250,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,38,,
&121,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,&1,Newark,
0618,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,06,,
4501,32,169,169,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,45,Des Moines,
5411,32,164,164,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,54,Columbus,
3808,34,1009,1009,1,8,&,0,0,0,3,0,0,3,1959,18&000,300,1,0,0,0,0,0,1,0.5,38,,
3229,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,32,Providence,
5401,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,54,Columbus,
3513,32,427,427,1,3,0,0,0,0,0,0,0,3,1959,130000,000,1,0,1,0,0,0,0,0.5,35,Indianapolis,
9817,31,358,358,1,5,0,0,0,0,0,0,0,2,1959,150000,000,1,0,0,0,0,0,0,1,98,,
8711,31,274,274,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,87,,
4110,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,41,,
0801,29,183,183,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,08,"Washington, D.C.",
2619,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,,
3129,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,,
5210,34,25,25,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,52,,
7821,31,50,50,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,78,,
2615,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,,
3911,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,39,,
3134,35,268,268,4,0,0,0,0,0,0,0,0,1,1959,400000,000,0,0,0,1,0,0,0,0,31,,
0743,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach,
2412,33,129,129,&,0,0,0,0,0,2,0,0,2,1959,&00000,200,0,0,0,0,0,0,0,1,24,,
4610,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus,
3221,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,32,Providence,
2427,33,725,725,1,5,8,0,0,0,0,0,0,1,1959,158000,000,1,0,0,0,0,0,0,0,24,,
8719,31,300,225,4,0,0,0,0,0,0,0,0,1,1959,400000,000,0,0,0,1,0,0,0,0,87,,
-718,34,0,0,1,3,5,&,0,0,2,5,0,2,1959,135&00,250,1,0,1,0,0,0,0,1,-7,San Jose,
6404,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
3120,35,175,175,8,0,0,0,0,0,0,0,0,2,1959,800000,000,0,0,0,0,0,0,0,1,31,,
4653,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus,
6521,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,65,,
2418,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,24,,
9909,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,99,,
9804,29,278,175,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,98,,
7701,30,330,330,&,0,0,0,0,0,3,0,0,2,1959,&00000,300,0,0,0,0,0,0,1,1,77,Phoenix,
3814,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,38,,
8718,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,87,,
8416,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,84,Omaha,
6412,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
0202,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark,
0201,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark,
7702,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,77,Phoenix,
&104,32,244,244,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,&1,Newark,
1235,32,239,239,2,0,0,0,0,0,0,0,0,1,1959,200000,000,0,1,0,0,0,0,0,0,12,Newark,
6414,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
7827,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,78,,
8407,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,84,Omaha,
7828,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,78,,
-717,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-7,San Jose,
-717,42,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-7,San Jose,
-721,34,75,75,&,0,0,0,0,0,2,0,0,1,1959,&00000,200,0,0,0,0,0,0,0,0,-7,San Jose,
2105,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,21,Providence,
5203,34,279,279,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,52,,
-706,30,750,750,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,-7,San Jose,
4638,33,258,258,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,46,Columbus,
4245,35,239,185,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,42,,
0127,34,1908,1908,1,2,3,5,0,0,0,0,0,3,1959,123500,000,1,1,1,0,0,0,0,0.5,01,Providence,
-716,30,820,745,2,3,&,0,0,0,2,0,0,2,1959,23&000,200,0,1,1,0,0,0,0,1,-7,San Jose,
3613,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus,
0126,34,650,650,2,0,0,0,0,0,0,0,0,1,1959,200000,000,0,1,0,0,0,0,0,0,01,Providence,
-708,30,1215,1215,1,5,0,0,0,0,0,0,0,2,1959,150000,000,1,0,0,0,0,0,0,1,-7,San Jose,
4637,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus,
8403,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,84,Omaha,
9042,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,90,,
3514,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,35,Indianapolis,
5213,34,390,320,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,52,,
1240,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,12,Newark,
4107,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,41,,
4031,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,40,Pensacola,
7610,33,204,204,4,&,0,0,0,0,5,0,0,1,1959,4&0000,500,0,0,0,1,0,0,0,0,76,Milwaukee,
7704,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,77,Phoenix,
-407,31,350,350,5,&,0,0,0,0,4,0,0,1,1959,5&0000,400,0,0,0,0,0,0,0,0,-4,Chicago,
0132,34,350,350,5,6,0,0,0,0,0,0,0,1,1959,560000,000,0,0,0,0,1,0,0,0,01,Providence,
6517,32,250,200,4,0,0,0,0,0,0,0,0,1,1959,400000,000,0,0,0,1,0,0,0,0,65,,
4917,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,49,,
3144,35,275,275,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,31,,
3643,32,401,401,5,0,0,0,0,0,0,0,0,3,1959,500000,000,0,0,0,0,0,0,0,0.5,36,Columbus,
6536,31,270,270,4,0,0,0,0,0,0,0,0,1,1959,400000,000,0,0,0,1,0,0,0,0,65,,
8405,31,575,400,2,0,0,0,0,0,0,0,0,2,1959,200000,000,0,1,0,0,0,0,0,1,84,Omaha,
8417,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,84,Omaha,
5410,32,125,125,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,54,Columbus,
6534,31,1676,1526,1,2,6,&,0,0,2,0,0,1,1959,126&00,200,1,1,0,0,1,0,0,0,65,,
2301,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,23,,
6527,33,149,149,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,65,,
-714,34,400,400,1,5,0,0,0,0,0,0,0,1,1959,150000,000,1,0,0,0,0,0,0,0,-7,San Jose,
2305,32,875,875,3,5,&,0,0,0,2,0,0,1,1959,35&000,200,0,0,1,0,0,0,0,0,23,,
2102,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,21,Providence,
1234,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,12,Newark,
2309,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,23,,
3206,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,32,Providence,
-713,34,100,100,&,0,0,0,0,0,5,0,0,2,1959,&00000,500,0,0,0,0,0,0,0,1,-7,San Jose,
0706,34,104,104,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,07,Long Beach,
1241,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,12,Newark,
5928,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,59,,
-709,30,255,255,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,-7,San Jose,
2702,31,450,450,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,27,San Jose,
0701,34,73,73,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,07,Long Beach,
9910,31,221,221,1,5,0,0,0,0,0,0,0,2,1959,150000,000,1,0,0,0,0,0,0,1,99,,
3805,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,38,,
0710,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach,
8721,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,87,,
3703,32,270,270,6,0,0,0,0,0,0,0,0,2,1959,600000,000,0,0,0,0,1,0,0,1,37,,
6413,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
0704,34,43,43,1,3,0,0,0,0,0,0,0,,1959,130000,000,1,0,1,0,0,0,0,0.5,07,Long Beach,
0719,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach,
8029,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,80,Pensacola,
0301,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,03,,
3217,35,50,25,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,32,Providence,
1242,32,1200,1200,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,12,Newark,
3127,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,,
3752,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,37,,
-726,30,858,858,2,5,0,0,0,0,0,0,0,2,1959,250000,000,0,1,0,0,0,0,0,1,-7,San Jose,
3512,32,235,235,1,5,0,0,0,0,0,0,0,3,1959,150000,000,1,0,0,0,0,0,0,0.5,35,Indianapolis,
9906,31,300,300,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,99,,
0908,29,265,265,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,09,"Washington, D.C.",
3874,31,729,729,5,&,0,0,0,0,2,0,0,3,1959,5&0000,200,0,0,0,0,0,0,0,0.5,38,,
3868,31,167,167,5,&,0,0,0,0,1,0,0,1,1959,5&0000,100,0,0,0,0,0,0,0,0,38,,
1804,40,205,205,5,8,0,0,0,0,0,0,0,1,1959,580000,000,0,0,0,0,0,0,0,0,18,"Washington, D.C.",
4111,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,41,,
-710,30,295,295,5,6,&,0,0,0,1,0,0,3,1959,56&000,100,0,0,0,0,1,0,0,0.5,-7,San Jose,
6516,32,382,382,5,&,0,0,0,0,2,0,0,2,1959,5&0000,200,0,0,0,0,0,0,0,1,65,,
6402,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
-724,30,250,250,7,0,0,0,0,0,0,0,0,2,1959,700000,000,0,0,0,0,0,1,0,1,-7,San Jose,
7036,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,70,West Palm Beach,
0702,34,70,70,3,0,0,0,0,0,0,0,0,1,1959,300000,000,0,0,1,0,0,0,0,0,07,Long Beach,
4101,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,41,,
0128,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,01,Providence,
0803,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,08,"Washington, D.C.",
1910,40,249,249,1,2,4,0,0,0,0,0,0,3,1959,124000,000,1,1,0,1,0,0,0,0.5,19,"Washington, D.C.",
3219,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,32,Providence,
&114,32,197,197,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,&1,Newark,
3934,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,39,,
-113,34,437,390,1,&,0,0,0,0,5,0,0,1,1959,1&0000,500,1,0,0,0,0,0,0,0,-1,Newark,
3131,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,,
4616,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus,
1219,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,12,Newark,
1237,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,12,Newark,
&111,32,300,300,4,5,0,0,0,0,0,0,0,3,1959,450000,000,0,0,0,1,0,0,0,0.5,&1,Newark,
0707,34,500,500,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,07,Long Beach,
-207,34,230,230,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,-2,Newark,
0310,29,123,123,&,0,0,0,0,0,2,0,0,1,1959,&00000,200,0,0,0,0,0,0,0,0,03,,
6014,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,60,,
5537,33,139,139,6,0,0,0,0,0,0,0,0,2,1959,600000,000,0,0,0,0,1,0,0,1,55,,
5538,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,55,,
4525,32,300,300,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,45,Des Moines,
3137,35,654,654,1,2,0,0,0,0,0,0,0,1,1959,120000,000,1,1,0,0,0,0,0,0,31,,
0401,31,353,353,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,04,,
3316,35,150,150,&,0,0,0,0,0,2,0,0,1,1959,&00000,200,0,0,0,0,0,0,0,0,33,,
7712,31,121,121,5,&,0,0,0,0,5,0,0,3,1959,5&0000,500,0,0,0,0,0,0,0,0.5,77,Phoenix,
0417,31,425,425,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,04,,
-208,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-2,Newark,
7903,29,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,79,,
3854,31,475,475,6,&,0,0,0,0,3,0,0,3,1959,6&0000,300,0,0,0,0,1,0,1,0.5,38,,
6514,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,65,,
5525,32,20,20,&,0,0,0,0,0,2,0,0,1,1959,&00000,200,0,0,0,0,0,0,0,0,55,,
5525,37,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,55,,
2423,33,600,600,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,24,,
6013,31,129,129,4,0,0,0,0,0,0,0,0,2,1959,400000,000,0,0,0,1,0,0,0,1,60,,
5541,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,55,,
3517,32,438,338,1,&,0,0,0,0,2,0,0,1,1959,1&0000,200,1,0,0,0,0,0,0,0,35,Indianapolis,
3005,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
5415,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,54,Columbus,
5415,37,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,54,Columbus,
&109,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,&1,Newark,
6415,32,229,190,3,&,0,0,0,0,6,0,0,1,1959,3&0000,600,0,0,1,0,0,0,0,0,64,,
3749,31,312,312,5,&,0,0,0,0,3,0,0,3,1959,5&0000,300,0,0,0,0,0,0,1,0.5,37,,
3207,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,32,Providence,
3215,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,32,Providence,
6012,31,120,120,4,0,0,0,0,0,0,0,0,2,1959,400000,000,0,0,0,1,0,0,0,1,60,,
0315,34,250,250,&,0,0,0,0,0,1,0,0,2,1959,&00000,100,0,0,0,0,0,0,0,1,03,,
5922,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,59,,
3641,32,595,595,2,4,5,0,0,0,0,0,0,1,1959,245000,000,0,1,0,1,0,0,0,0,36,Columbus,
-229,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-2,Newark,
-134,34,179,179,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,-1,Newark,
1146,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,11,Newark,
1133,32,165,165,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,11,Newark,
1249,32,2000,2000,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,12,Newark,
4633,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,46,Columbus,
6418,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,64,,
0101,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,01,Providence,
0764,30,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,07,Long Beach,
